cancer_site,state,year,count,population,crude_rate_100k
II(a) Hodgkin lymphomas,Minnesota,2007,17,1433925,1.1900000000000002
II(a) Hodgkin lymphomas,New Jersey,2007,27,2310920,1.17
II(a) Hodgkin lymphomas,New York,2007,77,4965536,1.55
II(a) Hodgkin lymphomas,North Carolina,2007,35,2480165,1.4100000000000001
II(a) Hodgkin lymphomas,Ohio,2007,36,3118812,1.1500000000000001
II(a) Hodgkin lymphomas,Pennsylvania,2007,47,3217880,1.46
II(a) Hodgkin lymphomas,South Carolina,2007,18,1200413,1.5
II(a) Hodgkin lymphomas,Tennessee,2007,17,1652684,1.03
II(a) Hodgkin lymphomas,Texas,2007,76,7276869,1.04
II(a) Hodgkin lymphomas,Virginia,2007,28,2057072,1.36
II(a) Hodgkin lymphomas,Washington,2007,22,1729590,1.27
II(a) Hodgkin lymphomas,Wisconsin,2007,22,1512810,1.4500000000000002
II(a) Hodgkin lymphomas,Arizona,2008,20,1814820,1.1
II(a) Hodgkin lymphomas,California,2008,140,10448668,1.34
II(a) Hodgkin lymphomas,Connecticut,2008,17,926767,1.83
II(a) Hodgkin lymphomas,Florida,2008,59,4527628,1.3
II(a) Hodgkin lymphomas,Georgia,2008,31,2763796,1.1199999999999999
II(a) Hodgkin lymphomas,Illinois,2008,55,3522622,1.56
II(a) Hodgkin lymphomas,Indiana,2008,21,1808812,1.16
II(a) Hodgkin lymphomas,Maryland,2008,24,1522335,1.58
II(a) Hodgkin lymphomas,Massachusetts,2008,21,1632561,1.29
II(a) Hodgkin lymphomas,Michigan,2008,40,2724448,1.47
II(a) Hodgkin lymphomas,Minnesota,2008,17,1435004,1.1800000000000002
II(a) Hodgkin lymphomas,Nebraska,2008,17,507566,3.35
II(a) Hodgkin lymphomas,New Jersey,2008,44,2303527,1.9100000000000001
II(a) Hodgkin lymphomas,New York,2008,84,4945553,1.7000000000000002
II(a) Hodgkin lymphomas,North Carolina,2008,25,2523924,0.9900000000000001
II(a) Hodgkin lymphomas,Ohio,2008,48,3105558,1.55
II(a) Hodgkin lymphomas,Pennsylvania,2008,45,3208808,1.4000000000000001
II(a) Hodgkin lymphomas,Tennessee,2008,22,1670378,1.32
II(a) Hodgkin lymphomas,Texas,2008,72,7409811,0.97
II(a) Hodgkin lymphomas,Virginia,2008,18,2067145,0.87
II(a) Hodgkin lymphomas,Washington,2008,30,1746269,1.72
II(a) Hodgkin lymphomas,Wisconsin,2008,30,1511190,1.99
II(a) Hodgkin lymphomas,Alabama,2009,19,1278959,1.4900000000000002
II(a) Hodgkin lymphomas,Arizona,2009,20,1817884,1.1
II(a) Hodgkin lymphomas,California,2009,118,10451060,1.1300000000000001
II(a) Hodgkin lymphomas,Colorado,2009,19,1356810,1.4000000000000001
II(a) Hodgkin lymphomas,Connecticut,2009,17,921458,1.8399999999999999
II(a) Hodgkin lymphomas,Florida,2009,46,4513647,1.02
II(a) Hodgkin lymphomas,Georgia,2009,28,2777234,1.01
II(a) Hodgkin lymphomas,Illinois,2009,43,3509764,1.2300000000000002
II(a) Hodgkin lymphomas,Indiana,2009,25,1809338,1.3800000000000001
II(a) Hodgkin lymphomas,Kentucky,2009,24,1144346,2.1
II(a) Hodgkin lymphomas,Louisiana,2009,25,1251268,2
II(a) Hodgkin lymphomas,Maryland,2009,27,1518884,1.7800000000000002
II(a) Hodgkin lymphomas,Massachusetts,2009,26,1628136,1.6
II(a) Hodgkin lymphomas,Michigan,2009,44,2682344,1.64
II(a) Hodgkin lymphomas,Minnesota,2009,24,1433773,1.67
II(a) Hodgkin lymphomas,Missouri,2009,24,1603978,1.5
II(a) Hodgkin lymphomas,New Jersey,2009,47,2297204,2.0500000000000003
II(a) Hodgkin lymphomas,New York,2009,75,4922253,1.52
II(a) Hodgkin lymphomas,North Carolina,2009,25,2552467,0.9800000000000001
II(a) Hodgkin lymphomas,Ohio,2009,40,3087465,1.3
II(a) Hodgkin lymphomas,Oregon,2009,16,972889,1.64
II(a) Hodgkin lymphomas,Pennsylvania,2009,56,3196745,1.75
II(a) Hodgkin lymphomas,Tennessee,2009,24,1674771,1.4300000000000002
II(a) Hodgkin lymphomas,Texas,2009,86,7543609,1.1400000000000001
II(a) Hodgkin lymphomas,Virginia,2009,26,2076842,1.25
II(a) Hodgkin lymphomas,Washington,2009,25,1763887,1.42
II(a) Hodgkin lymphomas,Wisconsin,2009,19,1507858,1.26
II(a) Hodgkin lymphomas,Arizona,2010,27,1814489,1.4900000000000002
II(a) Hodgkin lymphomas,California,2010,121,10430475,1.16
II(a) Hodgkin lymphomas,Colorado,2010,19,1367000,1.3900000000000001
II(a) Hodgkin lymphomas,Connecticut,2010,24,917055,2.62
II(a) Hodgkin lymphomas,Florida,2010,47,4503681,1.04
II(a) Hodgkin lymphomas,Georgia,2010,37,2781285,1.33
II(a) Hodgkin lymphomas,Illinois,2010,53,3492547,1.52
II(a) Hodgkin lymphomas,Indiana,2010,30,1804429,1.6600000000000001
II(a) Hodgkin lymphomas,Massachusetts,2010,24,1625172,1.4800000000000002
II(a) Hodgkin lymphomas,Michigan,2010,29,2637956,1.1
II(a) Hodgkin lymphomas,Minnesota,2010,17,1432203,1.1900000000000002
II(a) Hodgkin lymphomas,Missouri,2010,16,1599528,1
II(a) Hodgkin lymphomas,New Jersey,2010,27,2292103,1.1800000000000002
II(a) Hodgkin lymphomas,New York,2010,65,4895434,1.33
II(a) Hodgkin lymphomas,North Carolina,2010,34,2560998,1.33
II(a) Hodgkin lymphomas,Ohio,2010,36,3060751,1.1800000000000002
II(a) Hodgkin lymphomas,Pennsylvania,2010,55,3174827,1.7300000000000002
II(a) Hodgkin lymphomas,Tennessee,2010,18,1673849,1.08
II(a) Hodgkin lymphomas,Texas,2010,83,7634449,1.09
II(a) Hodgkin lymphomas,Virginia,2010,19,2086233,0.91
II(a) Hodgkin lymphomas,Washington,2010,25,1770242,1.4100000000000001
II(a) Hodgkin lymphomas,Wisconsin,2010,22,1501575,1.47
II(a) Hodgkin lymphomas,Arizona,2011,24,1795647,1.34
II(a) Hodgkin lymphomas,California,2011,103,10370254,0.9900000000000001
II(a) Hodgkin lymphomas,Connecticut,2011,19,915821,2.07
II(a) Hodgkin lymphomas,Florida,2011,46,4488437,1.02
II(a) Hodgkin lymphomas,Georgia,2011,34,2779227,1.22
II(a) Hodgkin lymphomas,Illinois,2011,32,3467883,0.9199999999999999
II(a) Hodgkin lymphomas,Indiana,2011,23,1795904,1.2800000000000002
II(a) Hodgkin lymphomas,Maryland,2011,25,1520984,1.64
II(a) Hodgkin lymphomas,Michigan,2011,36,2603185,1.3800000000000001
II(a) Hodgkin lymphomas,Missouri,2011,17,1587236,1.07
II(a) Hodgkin lymphomas,New Jersey,2011,40,2293748,1.74
II(a) Hodgkin lymphomas,New York,2011,75,4888061,1.5300000000000002
II(a) Hodgkin lymphomas,North Carolina,2011,23,2557053,0.9
II(a) Hodgkin lymphomas,Ohio,2011,34,3031650,1.1199999999999999
II(a) Hodgkin lymphomas,Pennsylvania,2011,48,3157064,1.52
II(a) Hodgkin lymphomas,South Carolina,2011,19,1213760,1.57
II(a) Hodgkin lymphomas,Tennessee,2011,30,1668551,1.8
II(a) Hodgkin lymphomas,Texas,2011,90,7693071,1.17
II(a) Hodgkin lymphomas,Utah,2011,18,971379,1.85
II(a) Hodgkin lymphomas,Virginia,2011,23,2092221,1.1
II(a) Hodgkin lymphomas,Wisconsin,2011,25,1496185,1.67
II(a) Hodgkin lymphomas,Arizona,2012,21,1790431,1.17
II(a) Hodgkin lymphomas,California,2012,107,10317070,1.04
II(a) Hodgkin lymphomas,Colorado,2012,18,1378145,1.31
II(a) Hodgkin lymphomas,Florida,2012,44,4486969,0.9800000000000001
II(a) Hodgkin lymphomas,Georgia,2012,34,2779149,1.22
II(a) Hodgkin lymphomas,Illinois,2012,30,3437783,0.87
II(a) Hodgkin lymphomas,Indiana,2012,23,1784361,1.29
II(a) Hodgkin lymphomas,Maryland,2012,18,1521070,1.1800000000000002
II(a) Hodgkin lymphomas,Massachusetts,2012,21,1625373,1.29
II(a) Hodgkin lymphomas,Michigan,2012,46,2573737,1.79
II(a) Hodgkin lymphomas,Minnesota,2012,25,1431778,1.75
II(a) Hodgkin lymphomas,Missouri,2012,23,1574173,1.46
II(a) Hodgkin lymphomas,New Jersey,2012,38,2285979,1.6600000000000001
II(a) Hodgkin lymphomas,New York,2012,83,4876123,1.7000000000000002
II(a) Hodgkin lymphomas,North Carolina,2012,31,2553139,1.21
II(a) Hodgkin lymphomas,Ohio,2012,45,3003532,1.5
II(a) Hodgkin lymphomas,Oregon,2012,17,962738,1.77
II(a) Hodgkin lymphomas,Pennsylvania,2012,55,3135457,1.75
II(a) Hodgkin lymphomas,South Carolina,2012,17,1210232,1.4000000000000001
II(a) Hodgkin lymphomas,Tennessee,2012,21,1668708,1.26
II(a) Hodgkin lymphomas,Texas,2012,96,7752093,1.2400000000000002
II(a) Hodgkin lymphomas,Utah,2012,16,977592,1.64
II(a) Hodgkin lymphomas,Virginia,2012,18,2100329,0.86
II(a) Hodgkin lymphomas,Washington,2012,21,1771021,1.1900000000000002
II(a) Hodgkin lymphomas,California,2013,105,10281356,1.02
II(a) Hodgkin lymphomas,Colorado,2013,16,1383194,1.16
II(a) Hodgkin lymphomas,Florida,2013,54,4504408,1.2000000000000002
II(a) Hodgkin lymphomas,Georgia,2013,24,2776752,0.86
II(a) Hodgkin lymphomas,Illinois,2013,47,3406313,1.3800000000000001
II(a) Hodgkin lymphomas,Indiana,2013,25,1781561,1.4000000000000001
II(a) Hodgkin lymphomas,Iowa,2013,16,823432,1.94
II(a) Hodgkin lymphomas,Maryland,2013,22,1519545,1.4500000000000002
II(a) Hodgkin lymphomas,Massachusetts,2013,19,1624173,1.17
II(a) Hodgkin lymphomas,Michigan,2013,23,2549860,0.9
II(a) Hodgkin lymphomas,Minnesota,2013,19,1432396,1.33
II(a) Hodgkin lymphomas,Missouri,2013,17,1564946,1.09
II(a) Hodgkin lymphomas,New Jersey,2013,35,2277452,1.54
II(a) Hodgkin lymphomas,New York,2013,78,4861824,1.6
II(a) Hodgkin lymphomas,North Carolina,2013,29,2550293,1.1400000000000001
II(a) Hodgkin lymphomas,Ohio,2013,38,2989139,1.27
II(a) Hodgkin lymphomas,Pennsylvania,2013,41,3114308,1.32
II(a) Hodgkin lymphomas,Tennessee,2013,20,1668674,1.2000000000000002
II(a) Hodgkin lymphomas,Texas,2013,81,7817791,1.04
II(a) Hodgkin lymphomas,Virginia,2013,27,2103307,1.2800000000000002
II(a) Hodgkin lymphomas,Washington,2013,19,1775480,1.07
II(a) Hodgkin lymphomas,Wisconsin,2013,20,1480016,1.35
II(a) Hodgkin lymphomas,Alabama,2014,20,1248641,1.6
II(a) Hodgkin lymphomas,California,2014,115,10252905,1.1199999999999999
II(a) Hodgkin lymphomas,Connecticut,2014,16,891933,1.79
II(a) Hodgkin lymphomas,Florida,2014,58,4531200,1.2800000000000002
II(a) Hodgkin lymphomas,Georgia,2014,31,2781718,1.11
II(a) Hodgkin lymphomas,Illinois,2014,40,3373212,1.1900000000000002
II(a) Hodgkin lymphomas,Indiana,2014,31,1777906,1.74
II(a) Hodgkin lymphomas,Kentucky,2014,16,1135044,1.4100000000000001
II(a) Hodgkin lymphomas,Louisiana,2014,17,1238097,1.37
II(a) Hodgkin lymphomas,Maryland,2014,18,1523016,1.1800000000000002
II(a) Hodgkin lymphomas,Massachusetts,2014,19,1622378,1.17
II(a) Hodgkin lymphomas,Michigan,2014,31,2529247,1.2300000000000002
II(a) Hodgkin lymphomas,New Jersey,2014,30,2272038,1.32
II(a) Hodgkin lymphomas,New York,2014,74,4841587,1.5300000000000002
II(a) Hodgkin lymphomas,North Carolina,2014,23,2548178,0.9
II(a) Hodgkin lymphomas,Ohio,2014,34,2978111,1.1400000000000001
II(a) Hodgkin lymphomas,Pennsylvania,2014,38,3098898,1.2300000000000002
II(a) Hodgkin lymphomas,Tennessee,2014,18,1671080,1.08
II(a) Hodgkin lymphomas,Texas,2014,96,7912748,1.21
II(a) Hodgkin lymphomas,Virginia,2014,34,2104566,1.62
II(a) Hodgkin lymphomas,Washington,2014,18,1784637,1.01
II(a) Hodgkin lymphomas,Wisconsin,2014,17,1472985,1.1500000000000001
II(a) Hodgkin lymphomas,Arizona,2015,19,1791893,1.06
II(a) Hodgkin lymphomas,California,2015,105,10233713,1.03
II(a) Hodgkin lymphomas,Florida,2015,60,4581732,1.31
II(a) Hodgkin lymphomas,Georgia,2015,32,2794532,1.1500000000000001
II(a) Hodgkin lymphomas,Illinois,2015,59,3343564,1.7600000000000002
II(a) Hodgkin lymphomas,Indiana,2015,21,1774241,1.1800000000000002
II(a) Hodgkin lymphomas,Louisiana,2015,16,1239760,1.29
II(a) Hodgkin lymphomas,Maryland,2015,24,1524205,1.57
II(a) Hodgkin lymphomas,Massachusetts,2015,24,1618344,1.4800000000000002
II(a) Hodgkin lymphomas,Michigan,2015,30,2509250,1.2000000000000002
II(a) Hodgkin lymphomas,Missouri,2015,24,1555601,1.54
II(a) Hodgkin lymphomas,New Jersey,2015,32,2266048,1.4100000000000001
II(a) Hodgkin lymphomas,New York,2015,80,4827598,1.6600000000000001
II(a) Hodgkin lymphomas,North Carolina,2015,38,2551335,1.4900000000000002
II(a) Hodgkin lymphomas,Ohio,2015,31,2967885,1.04
II(a) Hodgkin lymphomas,Pennsylvania,2015,27,3085612,0.8800000000000001
II(a) Hodgkin lymphomas,South Carolina,2015,16,1219204,1.31
II(a) Hodgkin lymphomas,Tennessee,2015,24,1676382,1.4300000000000002
II(a) Hodgkin lymphomas,Texas,2015,84,8019632,1.05
II(a) Hodgkin lymphomas,Virginia,2015,19,2108455,0.9
II(a) Hodgkin lymphomas,Washington,2015,28,1799406,1.56
II(a) Hodgkin lymphomas,Wisconsin,2015,20,1467155,1.36
II(a) Hodgkin lymphomas,Arizona,2016,16,1797187,0.8900000000000001
II(a) Hodgkin lymphomas,Arkansas,2016,16,786350,2.0300000000000002
II(a) Hodgkin lymphomas,California,2016,108,10202315,1.06
II(a) Hodgkin lymphomas,Colorado,2016,17,1412146,1.2000000000000002
II(a) Hodgkin lymphomas,Florida,2016,46,4649027,0.9900000000000001
II(a) Hodgkin lymphomas,Georgia,2016,31,2812879,1.1
II(a) Hodgkin lymphomas,Illinois,2016,42,3315189,1.27
II(a) Hodgkin lymphomas,Indiana,2016,16,1775628,0.9
II(a) Hodgkin lymphomas,Louisiana,2016,18,1241897,1.4500000000000002
II(a) Hodgkin lymphomas,Maryland,2016,22,1527292,1.4400000000000002
II(a) Hodgkin lymphomas,Massachusetts,2016,27,1615181,1.67
II(a) Hodgkin lymphomas,Michigan,2016,43,2498450,1.72
II(a) Hodgkin lymphomas,Minnesota,2016,22,1448841,1.52
II(a) Hodgkin lymphomas,Missouri,2016,19,1553547,1.22
II(a) Hodgkin lymphomas,New Jersey,2016,35,2264110,1.55
II(a) Hodgkin lymphomas,New York,2016,86,4812427,1.79
II(a) Hodgkin lymphomas,North Carolina,2016,31,2566852,1.21
II(a) Hodgkin lymphomas,Ohio,2016,33,2959565,1.1199999999999999
II(a) Hodgkin lymphomas,Oklahoma,2016,16,1070792,1.4900000000000002
II(a) Hodgkin lymphomas,Pennsylvania,2016,55,3075303,1.79
II(a) Hodgkin lymphomas,South Carolina,2016,24,1227031,1.9600000000000002
II(a) Hodgkin lymphomas,Tennessee,2016,17,1684191,1.01
II(a) Hodgkin lymphomas,Texas,2016,84,8109784,1.04
II(a) Hodgkin lymphomas,Virginia,2016,21,2115887,0.9900000000000001
II(a) Hodgkin lymphomas,Washington,2016,25,1823033,1.37
II(a) Hodgkin lymphomas,Wisconsin,2016,22,1462315,1.5
II(a) Hodgkin lymphomas,Alabama,2017,16,1250946,1.2800000000000002
II(a) Hodgkin lymphomas,California,2017,114,10167604,1.1199999999999999
II(a) Hodgkin lymphomas,Colorado,2017,20,1415360,1.4100000000000001
II(a) Hodgkin lymphomas,Florida,2017,63,4699258,1.34
II(a) Hodgkin lymphomas,Georgia,2017,37,2823263,1.31
II(a) Hodgkin lymphomas,Illinois,2017,40,3286354,1.22
II(a) Hodgkin lymphomas,Indiana,2017,20,1775983,1.1300000000000001
II(a) Hodgkin lymphomas,Massachusetts,2017,33,1615467,2.04
II(a) Hodgkin lymphomas,Michigan,2017,34,2488648,1.37
II(a) Hodgkin lymphomas,Minnesota,2017,20,1458066,1.37
II(a) Hodgkin lymphomas,Missouri,2017,19,1552493,1.22
II(a) Hodgkin lymphomas,New Jersey,2017,41,2267593,1.8100000000000003
II(a) Hodgkin lymphomas,New York,2017,65,4793336,1.36
II(a) Hodgkin lymphomas,North Carolina,2017,37,2577649,1.4400000000000002
II(a) Hodgkin lymphomas,Ohio,2017,38,2957947,1.2800000000000002
II(a) Hodgkin lymphomas,Pennsylvania,2017,41,3070702,1.34
II(a) Hodgkin lymphomas,Tennessee,2017,16,1693678,0.9400000000000001
II(a) Hodgkin lymphomas,Texas,2017,93,8172127,1.1400000000000001
II(a) Hodgkin lymphomas,Virginia,2017,22,2122008,1.04
II(a) Hodgkin lymphomas,Arizona,2018,21,1798459,1.17
II(a) Hodgkin lymphomas,California,2018,121,10112152,1.2000000000000002
II(a) Hodgkin lymphomas,Connecticut,2018,19,863084,2.2
II(a) Hodgkin lymphomas,Florida,2018,71,4733157,1.5
II(a) Hodgkin lymphomas,Georgia,2018,35,2830815,1.2400000000000002
II(a) Hodgkin lymphomas,Illinois,2018,53,3256090,1.6300000000000001
II(a) Hodgkin lymphomas,Indiana,2018,21,1780428,1.1800000000000002
II(a) Hodgkin lymphomas,Kentucky,2018,16,1137678,1.4100000000000001
II(a) Hodgkin lymphomas,Louisiana,2018,19,1230763,1.54
II(a) Hodgkin lymphomas,Massachusetts,2018,29,1612332,1.8
II(a) Hodgkin lymphomas,Michigan,2018,44,2474790,1.7800000000000002
II(a) Hodgkin lymphomas,Minnesota,2018,18,1464481,1.2300000000000002
II(a) Hodgkin lymphomas,Missouri,2018,18,1550648,1.16
II(a) Hodgkin lymphomas,New Jersey,2018,28,2270116,1.2300000000000002
II(a) Hodgkin lymphomas,New York,2018,55,4775888,1.1500000000000001
II(a) Hodgkin lymphomas,North Carolina,2018,29,2587851,1.1199999999999999
II(a) Hodgkin lymphomas,Ohio,2018,33,2950452,1.1199999999999999
II(a) Hodgkin lymphomas,Pennsylvania,2018,50,3068334,1.6300000000000001
II(a) Hodgkin lymphomas,Tennessee,2018,18,1702308,1.06
II(a) Hodgkin lymphomas,Texas,2018,99,8214114,1.21
II(a) Hodgkin lymphomas,Virginia,2018,24,2126146,1.1300000000000001
II(a) Hodgkin lymphomas,Washington,2018,24,1854373,1.29
II(a) Hodgkin lymphomas,Wisconsin,2018,18,1456227,1.2400000000000002
II(a) Hodgkin lymphomas,Arizona,2019,21,1801368,1.17
II(a) Hodgkin lymphomas,California,2019,106,10031937,1.06
II(a) Hodgkin lymphomas,Colorado,2019,21,1416055,1.4800000000000002
II(a) Hodgkin lymphomas,Connecticut,2019,17,855498,1.99
II(a) Hodgkin lymphomas,Florida,2019,62,4746306,1.31
II(a) Hodgkin lymphomas,Georgia,2019,32,2837249,1.1300000000000001
II(a) Hodgkin lymphomas,Illinois,2019,41,3223324,1.27
II(a) Hodgkin lymphomas,Indiana,2019,19,1781041,1.07
II(a) Hodgkin lymphomas,Kansas,2019,17,796945,2.1300000000000003
II(a) Hodgkin lymphomas,Kentucky,2019,21,1135826,1.85
II(a) Hodgkin lymphomas,Maryland,2019,21,1534455,1.37
II(a) Hodgkin lymphomas,Massachusetts,2019,23,1604026,1.4300000000000002
II(a) Hodgkin lymphomas,Michigan,2019,31,2457921,1.26
II(a) Hodgkin lymphomas,Minnesota,2019,23,1468262,1.57
II(a) Hodgkin lymphomas,Missouri,2019,16,1548077,1.03
II(a) Hodgkin lymphomas,New Jersey,2019,27,2270780,1.1900000000000002
II(a) Hodgkin lymphomas,New York,2019,65,4750606,1.37
II(a) Hodgkin lymphomas,North Carolina,2019,30,2592554,1.16
II(a) Hodgkin lymphomas,Ohio,2019,34,2942255,1.16
II(a) Hodgkin lymphomas,Pennsylvania,2019,52,3055348,1.7000000000000002
II(a) Hodgkin lymphomas,Tennessee,2019,18,1705352,1.06
II(a) Hodgkin lymphomas,Texas,2019,106,8258161,1.2800000000000002
II(a) Hodgkin lymphomas,Utah,2019,18,1046127,1.72
II(a) Hodgkin lymphomas,Virginia,2019,24,2130427,1.1300000000000001
II(a) Hodgkin lymphomas,Washington,2019,20,1862282,1.07
II(a) Hodgkin lymphomas,Wisconsin,2019,20,1451315,1.3800000000000001
II(a) Hodgkin lymphomas,Arizona,2020,16,1797655,0.8900000000000001
II(a) Hodgkin lymphomas,California,2020,112,9911839,1.1300000000000001
II(a) Hodgkin lymphomas,Colorado,2020,19,1407914,1.35
II(a) Hodgkin lymphomas,Florida,2020,53,4752216,1.1199999999999999
II(a) Hodgkin lymphomas,Georgia,2020,41,2826070,1.4500000000000002
II(a) Hodgkin lymphomas,Illinois,2020,50,3177225,1.57
II(a) Hodgkin lymphomas,Maryland,2020,19,1527500,1.2400000000000002
II(a) Hodgkin lymphomas,Massachusetts,2020,21,1578332,1.33
II(a) Hodgkin lymphomas,Michigan,2020,30,2433725,1.2300000000000002
II(a) Hodgkin lymphomas,Missouri,2020,20,1541203,1.3
II(a) Hodgkin lymphomas,New Jersey,2020,37,2262277,1.64
II(a) Hodgkin lymphomas,New York,2020,56,4694118,1.1900000000000002
II(a) Hodgkin lymphomas,North Carolina,2020,31,2578660,1.2000000000000002
II(a) Hodgkin lymphomas,Ohio,2020,38,2921500,1.3
II(a) Hodgkin lymphomas,Pennsylvania,2020,34,3035112,1.1199999999999999
II(a) Hodgkin lymphomas,Tennessee,2020,17,1704955,1
II(a) Hodgkin lymphomas,Texas,2020,80,8273250,0.97
II(a) Hodgkin lymphomas,Virginia,2020,27,2125043,1.27
II(a) Hodgkin lymphomas,Washington,2020,23,1863741,1.2300000000000002
II(a) Hodgkin lymphomas,Wisconsin,2020,18,1440144,1.25
II(a) Hodgkin lymphomas,Arizona,2021,17,1780190,0.9500000000000001
II(a) Hodgkin lymphomas,California,2021,101,9634165,1.05
II(a) Hodgkin lymphomas,Florida,2021,69,4738889,1.46
II(a) Hodgkin lymphomas,Georgia,2021,21,2798271,0.75
II(a) Hodgkin lymphomas,Illinois,2021,42,3104921,1.35
II(a) Hodgkin lymphomas,Louisiana,2021,17,1194046,1.42
II(a) Hodgkin lymphomas,Maryland,2021,17,1508622,1.1300000000000001
II(a) Hodgkin lymphomas,Massachusetts,2021,20,1559168,1.2800000000000002
II(a) Hodgkin lymphomas,Michigan,2021,31,2381859,1.3
II(a) Hodgkin lymphomas,Missouri,2021,20,1529584,1.31
II(a) Hodgkin lymphomas,New Jersey,2021,31,2229840,1.3900000000000001
II(a) Hodgkin lymphomas,New York,2021,82,4585904,1.79
II(a) Hodgkin lymphomas,North Carolina,2021,30,2578092,1.16
II(a) Hodgkin lymphomas,Ohio,2021,48,2872337,1.67
II(a) Hodgkin lymphomas,Pennsylvania,2021,44,3017424,1.46
II(a) Hodgkin lymphomas,South Carolina,2021,17,1246302,1.36
II(a) Hodgkin lymphomas,Tennessee,2021,26,1697511,1.5300000000000002
II(a) Hodgkin lymphomas,Texas,2021,92,8245806,1.1199999999999999
II(a) Hodgkin lymphomas,Virginia,2021,21,2104377,1
II(a) Hodgkin lymphomas,Washington,2021,16,1829763,0.87
II(a) Hodgkin lymphomas,Wisconsin,2021,17,1409256,1.21
II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma),California,1999,69,10162042,0.68
II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma),Florida,1999,27,4003280,0.67
II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma),Illinois,1999,23,3599110,0.6400000000000001
II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma),Massachusetts,1999,18,1666586,1.08
II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma),Michigan,1999,25,2881172,0.87
II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma),New Jersey,1999,17,2263704,0.75
II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma),New York,1999,58,5187922,1.1199999999999999
II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma),Ohio,1999,29,3222127,0.9
II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma),Pennsylvania,1999,27,3275657,0.82
II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma),Texas,1999,61,6488388,0.9400000000000001
II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma),California,2000,79,10255924,0.77
II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma),Colorado,2000,16,1231243,1.3
II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma),Florida,2000,37,4058589,0.91
II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma),Georgia,2000,17,2422975,0.7000000000000001
II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma),Illinois,2000,22,3606347,0.61
II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma),Massachusetts,2000,20,1676429,1.1900000000000002
II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma),Michigan,2000,20,2884980,0.6900000000000001
II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma),Minnesota,2000,17,1438110,1.1800000000000002
II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma),Missouri,2000,17,1595254,1.07
II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma),New Jersey,2000,23,2285412,1.01
II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma),New York,2000,40,5206876,0.77
II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma),North Carolina,2000,17,2196520,0.77
II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma),Ohio,2000,23,3214599,0.7200000000000001
II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma),Pennsylvania,2000,29,3267204,0.8900000000000001
II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma),Texas,2000,54,6568599,0.82
II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma),Virginia,2000,16,1940254,0.82
II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma),Washington,2000,19,1686223,1.1300000000000001
II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma),California,2001,82,10313880,0.8
II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma),Florida,2001,36,4121474,0.87
II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma),Georgia,2001,23,2460269,0.9300000000000002
II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma),Illinois,2001,29,3603190,0.8
II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma),Michigan,2001,25,2880673,0.87
II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma),Minnesota,2001,21,1443735,1.4500000000000002
II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma),New Jersey,2001,36,2303248,1.56
II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma),New York,2001,54,5193778,1.04
II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma),North Carolina,2001,18,2239347,0.8
II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma),Ohio,2001,21,3200250,0.66
II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma),Pennsylvania,2001,38,3256966,1.17
II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma),Texas,2001,53,6650892,0.8
II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma),Washington,2001,19,1688011,1.1300000000000001
II(b) Non-Hodgkin lymphomas (except Burkitt lymphoma),California,2002,82,10354903,0.79
