state,age_group,year,count,population,crude_rate_100k
West Virginia,1-4 years,2004,22,82239,26.75
West Virginia,15-19 years,2004,25,119335,20.950000000000003
Wisconsin,1-4 years,2004,49,279016,17.56
Wisconsin,10-14 years,2004,43,400900,10.73
Wisconsin,15-19 years,2004,94,415552,22.62
Wisconsin,5-9 years,2004,27,358123,7.540000000000001
Alabama,1-4 years,2005,41,236815,17.31
Alabama,10-14 years,2005,32,322563,9.920000000000002
Alabama,15-19 years,2005,65,330508,19.67
Alabama,5-9 years,2005,22,298247,7.38
Arizona,1-4 years,2005,91,354673,25.660000000000004
Arizona,10-14 years,2005,53,425230,12.46
Arizona,15-19 years,2005,87,419514,20.740000000000002
Arizona,5-9 years,2005,43,401892,10.700000000000001
Arizona,< 1 year,2005,22,92434,23.8
Arkansas,1-4 years,2005,26,151050,17.21
Arkansas,10-14 years,2005,21,193817,10.83
Arkansas,15-19 years,2005,37,198087,18.680000000000003
Arkansas,5-9 years,2005,19,186100,10.21
California,1-4 years,2005,454,2033212,22.330000000000002
California,10-14 years,2005,386,2775085,13.91
California,15-19 years,2005,576,2683940,21.46
California,5-9 years,2005,288,2426913,11.870000000000001
California,< 1 year,2005,109,522403,20.87
Colorado,1-4 years,2005,72,264110,27.260000000000005
Colorado,10-14 years,2005,46,322722,14.25
Colorado,15-19 years,2005,67,331051,20.240000000000002
Colorado,5-9 years,2005,38,304874,12.46
Colorado,< 1 year,2005,16,66747,23.97
Connecticut,1-4 years,2005,41,170740,24.01
Connecticut,10-14 years,2005,41,250704,16.35
Connecticut,15-19 years,2005,58,248504,23.340000000000003
Connecticut,5-9 years,2005,26,228703,11.370000000000001
Connecticut,< 1 year,2005,16,40575,39.43000000000001
Delaware,15-19 years,2005,21,61483,34.160000000000004
Florida,1-4 years,2005,178,853660,20.85
Florida,10-14 years,2005,160,1152946,13.880000000000003
Florida,15-19 years,2005,276,1179088,23.41
Florida,5-9 years,2005,107,1024540,10.440000000000001
Florida,< 1 year,2005,57,216277,26.360000000000003
Georgia,1-4 years,2005,83,534129,15.540000000000001
Georgia,10-14 years,2005,83,662146,12.530000000000001
Georgia,15-19 years,2005,136,657340,20.69
Georgia,5-9 years,2005,72,621400,11.590000000000002
Georgia,< 1 year,2005,28,135578,20.650000000000002
Hawaii,15-19 years,2005,26,84394,30.810000000000002
Idaho,1-4 years,2005,19,88138,21.560000000000002
Idaho,15-19 years,2005,25,112402,22.240000000000002
Illinois,1-4 years,2005,152,695164,21.87
Illinois,10-14 years,2005,124,923414,13.430000000000001
Illinois,15-19 years,2005,190,914275,20.78
Illinois,5-9 years,2005,104,849518,12.240000000000002
Illinois,< 1 year,2005,44,170542,25.8
Indiana,1-4 years,2005,82,344567,23.8
Indiana,10-14 years,2005,55,454815,12.090000000000002
Indiana,15-19 years,2005,87,463181,18.78
Indiana,5-9 years,2005,57,432642,13.17
Indiana,< 1 year,2005,19,85050,22.340000000000003
Iowa,1-4 years,2005,35,152114,23.01
Iowa,10-14 years,2005,25,207260,12.06
Iowa,15-19 years,2005,43,219827,19.560000000000002
Iowa,5-9 years,2005,31,192257,16.12
Iowa,< 1 year,2005,16,38292,41.78
Kansas,1-4 years,2005,22,154514,14.240000000000002
Kansas,10-14 years,2005,28,197574,14.17
Kansas,15-19 years,2005,41,209082,19.61
Kansas,5-9 years,2005,25,189816,13.17
Kentucky,1-4 years,2005,55,217298,25.310000000000002
Kentucky,10-14 years,2005,36,286751,12.55
Kentucky,15-19 years,2005,69,288741,23.900000000000002
Kentucky,5-9 years,2005,35,271115,12.91
Louisiana,1-4 years,2005,40,247494,16.16
Louisiana,10-14 years,2005,41,322794,12.700000000000001
Louisiana,15-19 years,2005,52,336845,15.440000000000001
Louisiana,5-9 years,2005,37,298562,12.39
Maine,1-4 years,2005,16,57040,28.05
Maine,15-19 years,2005,31,94391,32.839999999999996
Maryland,1-4 years,2005,49,293314,16.71
Maryland,10-14 years,2005,37,406845,9.090000000000002
Maryland,15-19 years,2005,96,401942,23.880000000000003
Maryland,5-9 years,2005,35,358818,9.75
Massachusetts,1-4 years,2005,68,303630,22.400000000000002
Massachusetts,10-14 years,2005,63,429288,14.680000000000001
Massachusetts,15-19 years,2005,116,459816,25.230000000000004
Massachusetts,5-9 years,2005,34,388264,8.76
Michigan,1-4 years,2005,131,520905,25.150000000000002
Michigan,10-14 years,2005,100,749448,13.340000000000002
Michigan,15-19 years,2005,184,752673,24.450000000000003
Michigan,5-9 years,2005,67,675142,9.920000000000002
Michigan,< 1 year,2005,39,125647,31.04
Minnesota,1-4 years,2005,56,274230,20.42
Minnesota,10-14 years,2005,37,365866,10.11
Minnesota,15-19 years,2005,82,381756,21.480000000000004
Minnesota,5-9 years,2005,36,338562,10.63
Minnesota,< 1 year,2005,20,69463,28.79
Mississippi,1-4 years,2005,38,163598,23.230000000000004
Mississippi,10-14 years,2005,22,216491,10.16
Mississippi,15-19 years,2005,39,221530,17.6
Mississippi,5-9 years,2005,24,199399,12.040000000000001
Missouri,1-4 years,2005,77,301855,25.51
Missouri,10-14 years,2005,54,410991,13.14
Missouri,15-19 years,2005,85,424377,20.03
Missouri,5-9 years,2005,51,378291,13.480000000000002
Missouri,< 1 year,2005,27,76391,35.339999999999996
Nebraska,1-4 years,2005,23,100726,22.830000000000002
Nebraska,15-19 years,2005,32,133391,23.990000000000002
Nebraska,5-9 years,2005,17,118041,14.4
Nevada,1-4 years,2005,31,139637,22.200000000000003
Nevada,10-14 years,2005,18,172504,10.43
Nevada,15-19 years,2005,37,158462,23.35
Nevada,5-9 years,2005,24,163452,14.680000000000001
New Hampshire,1-4 years,2005,16,60150,26.6
New Hampshire,10-14 years,2005,16,93144,17.180000000000003
New Hampshire,15-19 years,2005,26,96322,26.99
New Jersey,1-4 years,2005,95,454484,20.900000000000002
New Jersey,10-14 years,2005,91,614396,14.81
New Jersey,15-19 years,2005,135,586192,23.03
New Jersey,5-9 years,2005,68,567678,11.98
New Jersey,< 1 year,2005,40,109349,36.580000000000005
New Mexico,1-4 years,2005,22,109118,20.16
New Mexico,10-14 years,2005,25,144457,17.31
New Mexico,15-19 years,2005,31,150703,20.57
New Mexico,5-9 years,2005,16,129432,12.36
New York,1-4 years,2005,197,943816,20.87
New York,10-14 years,2005,185,1326966,13.940000000000001
New York,15-19 years,2005,332,1364644,24.330000000000002
New York,5-9 years,2005,146,1180763,12.36
New York,< 1 year,2005,51,236929,21.53
North Carolina,1-4 years,2005,106,473376,22.39
North Carolina,10-14 years,2005,88,601958,14.62
North Carolina,15-19 years,2005,128,610691,20.96
North Carolina,5-9 years,2005,66,565112,11.68
North Carolina,< 1 year,2005,37,120005,30.830000000000002
North Dakota,15-19 years,2005,19,51351,37
Ohio,1-4 years,2005,129,590044,21.86
Ohio,10-14 years,2005,113,821312,13.76
Ohio,15-19 years,2005,194,829171,23.400000000000002
Ohio,5-9 years,2005,85,757828,11.22
Ohio,< 1 year,2005,33,143887,22.930000000000003
Oklahoma,1-4 years,2005,36,195523,18.41
Oklahoma,10-14 years,2005,22,248298,8.86
Oklahoma,15-19 years,2005,52,261395,19.89
Oklahoma,5-9 years,2005,33,236418,13.96
Oregon,1-4 years,2005,33,180804,18.25
Oregon,10-14 years,2005,29,243214,11.920000000000002
Oregon,15-19 years,2005,66,252412,26.150000000000002
Oregon,5-9 years,2005,24,227049,10.57
Pennsylvania,1-4 years,2005,147,579917,25.35
Pennsylvania,10-14 years,2005,114,852112,13.380000000000003
Pennsylvania,15-19 years,2005,231,906077,25.490000000000002
Pennsylvania,5-9 years,2005,90,746114,12.06
Pennsylvania,< 1 year,2005,44,142248,30.930000000000003
Rhode Island,15-19 years,2005,16,81389,19.66
South Carolina,1-4 years,2005,31,223398,13.880000000000003
South Carolina,10-14 years,2005,28,298023,9.4
South Carolina,15-19 years,2005,52,315965,16.46
South Carolina,5-9 years,2005,30,273450,10.97
Tennessee,1-4 years,2005,73,314367,23.22
Tennessee,10-14 years,2005,52,414943,12.530000000000001
Tennessee,15-19 years,2005,79,414673,19.05
Tennessee,5-9 years,2005,45,390176,11.530000000000001
Texas,1-4 years,2005,291,1455861,19.990000000000002
Texas,10-14 years,2005,203,1751170,11.590000000000002
Texas,15-19 years,2005,405,1741352,23.26
Texas,5-9 years,2005,229,1657556,13.82
Texas,< 1 year,2005,82,370905,22.11
Utah,1-4 years,2005,44,186969,23.53
Utah,10-14 years,2005,37,199638,18.53
Utah,15-19 years,2005,40,209386,19.1
Utah,5-9 years,2005,26,210046,12.38
Virginia,1-4 years,2005,79,399579,19.77
Virginia,10-14 years,2005,71,521178,13.62
Virginia,15-19 years,2005,109,535633,20.35
Virginia,5-9 years,2005,59,475813,12.4
Virginia,< 1 year,2005,22,101257,21.730000000000004
Washington,1-4 years,2005,89,322132,27.630000000000003
Washington,10-14 years,2005,59,441148,13.37
Washington,15-19 years,2005,103,448667,22.96
Washington,5-9 years,2005,49,404933,12.100000000000001
Washington,< 1 year,2005,31,81491,38.04
West Virginia,1-4 years,2005,21,82889,25.340000000000003
West Virginia,15-19 years,2005,19,119757,15.87
Wisconsin,1-4 years,2005,67,280177,23.91
Wisconsin,10-14 years,2005,48,394312,12.170000000000002
Wisconsin,15-19 years,2005,95,415890,22.840000000000003
Wisconsin,5-9 years,2005,46,357345,12.87
Wisconsin,< 1 year,2005,20,69307,28.860000000000003
Alabama,1-4 years,2006,43,236399,18.19
Alabama,10-14 years,2006,40,321867,12.43
Alabama,15-19 years,2006,62,337003,18.400000000000002
Alabama,5-9 years,2006,32,303581,10.540000000000001
Arizona,1-4 years,2006,74,365546,20.240000000000002
Arizona,10-14 years,2006,60,433201,13.850000000000001
Arizona,15-19 years,2006,89,435349,20.44
Arizona,5-9 years,2006,47,417038,11.270000000000001
Arizona,< 1 year,2006,26,94201,27.6
Arkansas,1-4 years,2006,23,153187,15.01
Arkansas,10-14 years,2006,28,193810,14.450000000000001
Arkansas,15-19 years,2006,34,201049,16.91
Arkansas,5-9 years,2006,26,189078,13.75
California,1-4 years,2006,426,2019232,21.1
California,10-14 years,2006,369,2734680,13.490000000000002
California,15-19 years,2006,557,2743849,20.3
California,5-9 years,2006,290,2408374,12.040000000000001
California,< 1 year,2006,119,520189,22.880000000000003
Colorado,1-4 years,2006,50,267014,18.73
Colorado,10-14 years,2006,38,322968,11.770000000000001
Colorado,15-19 years,2006,76,334123,22.75
Colorado,5-9 years,2006,29,313990,9.24
Colorado,< 1 year,2006,16,67456,23.72
Connecticut,1-4 years,2006,35,168704,20.75
Connecticut,10-14 years,2006,36,248202,14.5
Connecticut,15-19 years,2006,48,251840,19.06
Connecticut,5-9 years,2006,28,226250,12.38
Florida,1-4 years,2006,213,859431,24.78
Florida,10-14 years,2006,162,1151818,14.06
Florida,15-19 years,2006,266,1214669,21.900000000000002
Florida,5-9 years,2006,115,1047894,10.97
Florida,< 1 year,2006,62,221765,27.960000000000004
Georgia,1-4 years,2006,112,539388,20.76
Georgia,10-14 years,2006,91,669318,13.600000000000001
Georgia,15-19 years,2006,131,677408,19.340000000000003
Georgia,5-9 years,2006,77,644011,11.96
Georgia,< 1 year,2006,28,139467,20.080000000000002
Idaho,1-4 years,2006,22,90953,24.19
Idaho,15-19 years,2006,30,113920,26.330000000000002
Illinois,1-4 years,2006,135,684749,19.72
Illinois,10-14 years,2006,123,913671,13.46
Illinois,15-19 years,2006,192,921587,20.830000000000002
Illinois,5-9 years,2006,104,847980,12.26
Illinois,< 1 year,2006,36,169033,21.3
Indiana,1-4 years,2006,73,342863,21.290000000000003
Indiana,10-14 years,2006,61,454143,13.430000000000001
Indiana,15-19 years,2006,100,469646,21.290000000000003
Indiana,5-9 years,2006,46,437119,10.520000000000001
Indiana,< 1 year,2006,25,87074,28.710000000000004
Iowa,1-4 years,2006,32,153152,20.89
Iowa,10-14 years,2006,18,204516,8.8
Iowa,15-19 years,2006,36,220540,16.32
Iowa,5-9 years,2006,18,193815,9.290000000000001
Kansas,1-4 years,2006,29,153862,18.85
Kansas,10-14 years,2006,30,196898,15.240000000000002
Kansas,15-19 years,2006,54,207663,26
Kansas,5-9 years,2006,25,191333,13.07
Kentucky,1-4 years,2006,48,217348,22.080000000000002
Kentucky,10-14 years,2006,25,285818,8.75
Kentucky,15-19 years,2006,56,291818,19.19
Kentucky,5-9 years,2006,24,274947,8.73
Louisiana,1-4 years,2006,42,235992,17.8
Louisiana,10-14 years,2006,34,306045,11.11
Louisiana,15-19 years,2006,72,326381,22.060000000000002
Louisiana,5-9 years,2006,23,288596,7.970000000000001
Maine,15-19 years,2006,22,94177,23.36
Maryland,1-4 years,2006,56,291752,19.19
Maryland,10-14 years,2006,38,398974,9.520000000000001
Maryland,15-19 years,2006,89,409378,21.740000000000002
Maryland,5-9 years,2006,32,358243,8.93
Massachusetts,1-4 years,2006,68,297454,22.86
Massachusetts,10-14 years,2006,60,420942,14.25
Massachusetts,15-19 years,2006,120,465986,25.75
Massachusetts,5-9 years,2006,61,385676,15.82
Massachusetts,< 1 year,2006,37,74330,49.78
Michigan,1-4 years,2006,104,510771,20.36
Michigan,10-14 years,2006,97,730633,13.280000000000001
Michigan,15-19 years,2006,166,760901,21.82
Michigan,5-9 years,2006,89,669858,13.290000000000001
Michigan,< 1 year,2006,43,124689,34.49
Minnesota,1-4 years,2006,56,276067,20.28
Minnesota,10-14 years,2006,49,361903,13.540000000000001
Minnesota,15-19 years,2006,89,381318,23.340000000000003
Minnesota,5-9 years,2006,35,340828,10.270000000000001
Minnesota,< 1 year,2006,17,70603,24.080000000000002
Mississippi,1-4 years,2006,33,163060,20.240000000000002
Mississippi,10-14 years,2006,34,215913,15.75
Mississippi,15-19 years,2006,34,224205,15.16
Mississippi,5-9 years,2006,19,201432,9.43
Missouri,1-4 years,2006,57,303187,18.8
Missouri,10-14 years,2006,60,406907,14.75
Missouri,15-19 years,2006,79,427560,18.48
Missouri,5-9 years,2006,37,381157,9.71
Missouri,< 1 year,2006,18,78061,23.060000000000002
Montana,15-19 years,2006,18,70498,25.53
Nebraska,1-4 years,2006,20,101729,19.66
Nebraska,15-19 years,2006,32,132554,24.14
Nevada,1-4 years,2006,33,145846,22.630000000000003
Nevada,10-14 years,2006,18,177274,10.15
Nevada,15-19 years,2006,36,167002,21.560000000000002
Nevada,5-9 years,2006,23,167763,13.71
Nevada,< 1 year,2006,16,37761,42.370000000000005
New Hampshire,1-4 years,2006,17,59993,28.34
New Hampshire,15-19 years,2006,24,97292,24.67
New Jersey,1-4 years,2006,111,449213,24.71
New Jersey,10-14 years,2006,87,607070,14.330000000000002
New Jersey,15-19 years,2006,154,595929,25.84
New Jersey,5-9 years,2006,67,561481,11.93
New Jersey,< 1 year,2006,24,106669,22.5
New Mexico,1-4 years,2006,19,111143,17.1
New Mexico,15-19 years,2006,25,151293,16.52
New York,1-4 years,2006,208,924991,22.490000000000002
New York,10-14 years,2006,193,1297452,14.880000000000003
New York,15-19 years,2006,345,1378904,25.02
New York,5-9 years,2006,140,1164565,12.020000000000001
New York,< 1 year,2006,73,236006,30.930000000000003
North Carolina,1-4 years,2006,99,478045,20.71
North Carolina,10-14 years,2006,80,603991,13.25
North Carolina,15-19 years,2006,131,628623,20.840000000000003
North Carolina,5-9 years,2006,77,586053,13.14
North Carolina,< 1 year,2006,26,123321,21.080000000000002
Ohio,1-4 years,2006,138,580961,23.75
Ohio,10-14 years,2006,87,809421,10.75
Ohio,15-19 years,2006,189,835744,22.61
Ohio,5-9 years,2006,99,756475,13.090000000000002
Ohio,< 1 year,2006,28,145580,19.230000000000004
Oklahoma,1-4 years,2006,57,198198,28.760000000000005
Oklahoma,10-14 years,2006,37,247289,14.96
Oklahoma,15-19 years,2006,59,262785,22.450000000000003
Oklahoma,5-9 years,2006,43,241469,17.81
Oregon,1-4 years,2006,45,182254,24.69
Oregon,10-14 years,2006,39,242105,16.11
Oregon,15-19 years,2006,45,255894,17.59
Oregon,5-9 years,2006,45,230153,19.55
Pennsylvania,1-4 years,2006,136,576959,23.57
Pennsylvania,10-14 years,2006,137,838105,16.35
Pennsylvania,15-19 years,2006,222,917397,24.200000000000003
Pennsylvania,5-9 years,2006,87,746070,11.66
Pennsylvania,< 1 year,2006,52,144516,35.980000000000004
South Carolina,1-4 years,2006,45,224562,20.040000000000003
South Carolina,10-14 years,2006,45,295459,15.230000000000002
South Carolina,15-19 years,2006,60,323385,18.55
South Carolina,5-9 years,2006,27,279705,9.65
South Carolina,< 1 year,2006,21,59104,35.53
Tennessee,1-4 years,2006,67,315007,21.27
Tennessee,10-14 years,2006,55,415802,13.230000000000002
Tennessee,15-19 years,2006,73,424339,17.2
Tennessee,5-9 years,2006,45,398826,11.280000000000001
Texas,1-4 years,2006,320,1484194,21.560000000000002
Texas,10-14 years,2006,271,1782260,15.21
Texas,15-19 years,2006,389,1783634,21.810000000000002
Texas,5-9 years,2006,254,1718006,14.780000000000001
Texas,< 1 year,2006,115,378859,30.35
Utah,1-4 years,2006,38,192288,19.76
Utah,10-14 years,2006,30,203418,14.75
Utah,15-19 years,2006,43,211602,20.32
Utah,5-9 years,2006,30,218609,13.719999999999999
Vermont,< 1 year,2006,0,6051,0
Virginia,1-4 years,2006,83,400461,20.730000000000004
Virginia,10-14 years,2006,55,516048,10.66
Virginia,15-19 years,2006,110,545414,20.17
Virginia,5-9 years,2006,53,482333,10.990000000000002
Virginia,< 1 year,2006,29,102331,28.34
Washington,1-4 years,2006,72,324601,22.180000000000003
Washington,10-14 years,2006,62,437809,14.16
Washington,15-19 years,2006,109,455515,23.930000000000003
Washington,5-9 years,2006,42,410681,10.23
Washington,< 1 year,2006,20,85324,23.44
West Virginia,15-19 years,2006,25,120417,20.76
Wisconsin,1-4 years,2006,62,280361,22.11
Wisconsin,10-14 years,2006,53,388191,13.65
Wisconsin,15-19 years,2006,102,414706,24.6
Wisconsin,5-9 years,2006,34,359682,9.450000000000001
Wisconsin,< 1 year,2006,18,70529,25.52
Alabama,1-4 years,2007,36,237393,15.16
Alabama,10-14 years,2007,50,320407,15.61
Alabama,15-19 years,2007,70,341279,20.51
Alabama,5-9 years,2007,38,306013,12.420000000000002
Arizona,1-4 years,2007,86,373503,23.03
Arizona,10-14 years,2007,47,439161,10.700000000000001
Arizona,15-19 years,2007,105,448264,23.42
Arizona,5-9 years,2007,52,427998,12.15
Arkansas,1-4 years,2007,31,154411,20.080000000000002
Arkansas,10-14 years,2007,28,193806,14.450000000000001
Arkansas,15-19 years,2007,44,203006,21.67
Arkansas,5-9 years,2007,28,191244,14.64
California,1-4 years,2007,475,2018510,23.53
California,10-14 years,2007,371,2681413,13.840000000000002
California,15-19 years,2007,576,2793601,20.62
California,5-9 years,2007,321,2398296,13.380000000000003
California,< 1 year,2007,142,527233,26.930000000000003
Colorado,1-4 years,2007,56,271047,20.66
Colorado,10-14 years,2007,41,323327,12.68
Colorado,15-19 years,2007,76,337309,22.53
Colorado,5-9 years,2007,45,322967,13.930000000000001
Connecticut,1-4 years,2007,35,166747,20.990000000000002
Connecticut,10-14 years,2007,30,246009,12.190000000000001
Connecticut,15-19 years,2007,66,253564,26.03
Connecticut,5-9 years,2007,28,223656,12.520000000000001
Florida,1-4 years,2007,182,861423,21.130000000000003
Florida,10-14 years,2007,157,1143390,13.730000000000002
Florida,15-19 years,2007,323,1233492,26.189999999999998
Florida,5-9 years,2007,132,1057391,12.48
Florida,< 1 year,2007,59,224817,26.24
Georgia,1-4 years,2007,108,549087,19.67
Georgia,10-14 years,2007,97,676052,14.350000000000001
Georgia,15-19 years,2007,145,695123,20.86
Georgia,5-9 years,2007,83,663877,12.5
Georgia,< 1 year,2007,39,144910,26.910000000000004
Hawaii,15-19 years,2007,17,86731,19.6
Idaho,1-4 years,2007,23,93947,24.480000000000004
Idaho,15-19 years,2007,31,115488,26.84
Illinois,1-4 years,2007,136,680035,20
Illinois,10-14 years,2007,127,902390,14.07
Illinois,15-19 years,2007,224,928377,24.130000000000003
Illinois,5-9 years,2007,106,849196,12.48
Illinois,< 1 year,2007,36,171292,21.02
Indiana,1-4 years,2007,91,345177,26.360000000000003
Indiana,10-14 years,2007,54,451522,11.96
Indiana,15-19 years,2007,108,475093,22.730000000000004
Indiana,5-9 years,2007,59,440411,13.4
Indiana,< 1 year,2007,29,88218,32.87
Iowa,1-4 years,2007,42,155496,27.010000000000005
Iowa,10-14 years,2007,22,202111,10.89
Iowa,15-19 years,2007,58,220865,26.260000000000005
Iowa,5-9 years,2007,19,195305,9.73
Kansas,1-4 years,2007,41,155170,26.42
Kansas,10-14 years,2007,26,195701,13.290000000000001
Kansas,15-19 years,2007,50,207485,24.1
Kentucky,1-4 years,2007,52,219425,23.700000000000003
Kentucky,10-14 years,2007,39,283057,13.780000000000001
Kentucky,15-19 years,2007,58,295381,19.64
Kentucky,5-9 years,2007,33,277128,11.91
Kentucky,< 1 year,2007,26,58021,44.81
Louisiana,1-4 years,2007,49,234644,20.880000000000003
Louisiana,10-14 years,2007,36,305481,11.780000000000001
Louisiana,15-19 years,2007,59,329415,17.91
Louisiana,5-9 years,2007,39,295668,13.190000000000001
Maine,15-19 years,2007,24,93175,25.760000000000005
Maine,5-9 years,2007,17,75146,22.62
Maryland,1-4 years,2007,53,290037,18.27
Maryland,10-14 years,2007,41,390548,10.5
Maryland,15-19 years,2007,100,413201,24.200000000000003
Maryland,5-9 years,2007,35,357932,9.780000000000001
Massachusetts,1-4 years,2007,64,294040,21.77
Massachusetts,10-14 years,2007,56,414745,13.5
Massachusetts,15-19 years,2007,100,468978,21.32
Massachusetts,5-9 years,2007,53,384671,13.780000000000001
Massachusetts,< 1 year,2007,16,74969,21.340000000000003
Michigan,1-4 years,2007,123,502441,24.480000000000004
Michigan,10-14 years,2007,100,711659,14.05
Michigan,15-19 years,2007,202,765941,26.37
Michigan,5-9 years,2007,70,662058,10.57
Michigan,< 1 year,2007,44,123680,35.580000000000005
Minnesota,1-4 years,2007,65,280024,23.21
Minnesota,10-14 years,2007,51,357447,14.27
Minnesota,15-19 years,2007,81,380508,21.290000000000003
Minnesota,5-9 years,2007,38,342932,11.08
Minnesota,< 1 year,2007,16,73014,21.91
Mississippi,1-4 years,2007,23,164581,13.969999999999999
Mississippi,10-14 years,2007,21,212808,9.870000000000001
Mississippi,15-19 years,2007,36,226889,15.87
Mississippi,5-9 years,2007,22,203227,10.83
Missouri,1-4 years,2007,65,305717,21.26
Missouri,10-14 years,2007,33,401599,8.22
Missouri,15-19 years,2007,73,430348,16.96
Missouri,5-9 years,2007,37,384465,9.620000000000001
Nebraska,15-19 years,2007,28,132019,21.21
Nebraska,5-9 years,2007,21,120767,17.39
Nevada,1-4 years,2007,32,150468,21.27
Nevada,10-14 years,2007,21,180806,11.61
Nevada,15-19 years,2007,29,174629,16.61
Nevada,5-9 years,2007,21,172980,12.14
New Hampshire,1-4 years,2007,20,59997,33.339999999999996
New Hampshire,10-14 years,2007,17,89421,19.01
New Hampshire,15-19 years,2007,20,97508,20.51
New Jersey,1-4 years,2007,108,442155,24.430000000000003
New Jersey,10-14 years,2007,87,599124,14.52
New Jersey,15-19 years,2007,130,602132,21.590000000000003
New Jersey,5-9 years,2007,73,558388,13.07
New Jersey,< 1 year,2007,30,109121,27.49
New Mexico,1-4 years,2007,19,112876,16.830000000000002
New Mexico,10-14 years,2007,17,141142,12.040000000000001
New Mexico,15-19 years,2007,33,151177,21.830000000000002
New Mexico,5-9 years,2007,19,133352,14.25
New York,1-4 years,2007,210,915181,22.950000000000003
New York,10-14 years,2007,188,1265844,14.850000000000001
New York,15-19 years,2007,331,1387788,23.85
New York,5-9 years,2007,158,1154883,13.680000000000001
New York,< 1 year,2007,67,241840,27.700000000000003
North Carolina,1-4 years,2007,114,488745,23.330000000000002
North Carolina,10-14 years,2007,84,610065,13.77
North Carolina,15-19 years,2007,163,646225,25.22
North Carolina,5-9 years,2007,63,606930,10.38
North Carolina,< 1 year,2007,26,128200,20.28
Ohio,1-4 years,2007,130,580087,22.41
Ohio,10-14 years,2007,89,795103,11.190000000000001
Ohio,15-19 years,2007,160,840649,19.03
Ohio,5-9 years,2007,72,755051,9.540000000000001
Ohio,< 1 year,2007,33,147922,22.310000000000002
Oklahoma,1-4 years,2007,55,200558,27.42
Oklahoma,10-14 years,2007,35,245909,14.230000000000002
Oklahoma,15-19 years,2007,58,264947,21.89
Oklahoma,5-9 years,2007,31,246929,12.55
Oregon,1-4 years,2007,46,184490,24.930000000000003
Oregon,10-14 years,2007,38,241373,15.740000000000002
Oregon,15-19 years,2007,74,258529,28.62
Oregon,5-9 years,2007,42,231491,18.14
Pennsylvania,1-4 years,2007,160,579034,27.630000000000003
Pennsylvania,10-14 years,2007,113,822703,13.740000000000002
Pennsylvania,15-19 years,2007,222,922241,24.07
Pennsylvania,5-9 years,2007,103,746215,13.8
Pennsylvania,< 1 year,2007,54,147687,36.56
South Carolina,1-4 years,2007,54,228986,23.580000000000002
South Carolina,10-14 years,2007,37,293680,12.600000000000001
South Carolina,15-19 years,2007,65,329135,19.75
South Carolina,5-9 years,2007,23,285880,8.05
South Carolina,< 1 year,2007,16,62732,25.51
Tennessee,1-4 years,2007,80,318049,25.150000000000002
Tennessee,10-14 years,2007,59,414667,14.230000000000002
Tennessee,15-19 years,2007,67,432306,15.5
Tennessee,5-9 years,2007,34,404615,8.4
Tennessee,< 1 year,2007,25,83047,30.1
Texas,1-4 years,2007,359,1506810,23.830000000000002
Texas,10-14 years,2007,239,1799309,13.280000000000001
Texas,15-19 years,2007,405,1816469,22.3
Texas,5-9 years,2007,234,1769005,13.230000000000002
Texas,< 1 year,2007,107,385276,27.77
Utah,1-4 years,2007,39,198689,19.630000000000003
Utah,10-14 years,2007,31,209206,14.82
Utah,15-19 years,2007,52,215162,24.17
Utah,5-9 years,2007,30,228079,13.15
Vermont,15-19 years,2007,17,48510,35.04
Vermont,< 1 year,2007,0,6480,0
Virginia,1-4 years,2007,88,401874,21.900000000000002
Virginia,10-14 years,2007,70,511703,13.680000000000001
Virginia,15-19 years,2007,106,550422,19.26
Virginia,5-9 years,2007,50,488608,10.23
Virginia,< 1 year,2007,37,104465,35.42
Washington,1-4 years,2007,71,330704,21.47
Washington,10-14 years,2007,62,434301,14.280000000000001
Washington,15-19 years,2007,111,461453,24.05
Washington,5-9 years,2007,56,414417,13.51
Washington,< 1 year,2007,19,88715,21.42
West Virginia,1-4 years,2007,22,82160,26.78
West Virginia,15-19 years,2007,26,121325,21.430000000000003
Wisconsin,1-4 years,2007,67,282459,23.72
Wisconsin,10-14 years,2007,54,383257,14.090000000000002
Wisconsin,15-19 years,2007,90,412836,21.8
Wisconsin,5-9 years,2007,47,361374,13.01
Wisconsin,< 1 year,2007,19,72884,26.07
Alabama,1-4 years,2008,46,241026,19.09
Alabama,10-14 years,2008,36,319503,11.270000000000001
Alabama,15-19 years,2008,76,345580,21.990000000000002
Alabama,5-9 years,2008,34,306682,11.090000000000002
Arizona,1-4 years,2008,67,378235,17.71
Arizona,10-14 years,2008,53,442701,11.97
Arizona,15-19 years,2008,85,458137,18.55
Arizona,5-9 years,2008,52,440171,11.81
Arizona,< 1 year,2008,22,95576,23.02
Arkansas,1-4 years,2008,26,156369,16.630000000000003
Arkansas,10-14 years,2008,23,194526,11.82
Arkansas,15-19 years,2008,39,204132,19.11
Arkansas,5-9 years,2008,20,192784,10.370000000000001
California,1-4 years,2008,451,2031645,22.200000000000003
California,10-14 years,2008,370,2640937,14.01
California,15-19 years,2008,648,2823230,22.950000000000003
California,5-9 years,2008,338,2423440,13.950000000000001
California,< 1 year,2008,126,529416,23.8
Colorado,1-4 years,2008,58,275494,21.05
Colorado,10-14 years,2008,38,324735,11.700000000000001
Colorado,15-19 years,2008,74,340380,21.740000000000002
