cancer_site,state,sex,count,population,crude_rate_100k
II(c) Burkitt lymphoma,Wisconsin,Female,16,16755799,0.1
II(c) Burkitt lymphoma,Wisconsin,Male,83,17573883,0.47000000000000003
II(d) Miscellaneous lymphoreticular neoplasms,Alabama,Male,21,14736390,0.13999999999999999
II(d) Miscellaneous lymphoreticular neoplasms,Arizona,Female,70,19406377,0.36000000000000004
II(d) Miscellaneous lymphoreticular neoplasms,Arizona,Male,68,20369280,0.33
II(d) Miscellaneous lymphoreticular neoplasms,Arkansas,Male,30,9169100,0.33
II(d) Miscellaneous lymphoreticular neoplasms,California,Female,299,115078726,0.26
II(d) Miscellaneous lymphoreticular neoplasms,California,Male,419,120991812,0.35000000000000003
II(d) Miscellaneous lymphoreticular neoplasms,Colorado,Female,36,15025190,0.24
II(d) Miscellaneous lymphoreticular neoplasms,Colorado,Male,57,15862099,0.36000000000000004
II(d) Miscellaneous lymphoreticular neoplasms,Connecticut,Female,16,10175364,0.16000000000000003
II(d) Miscellaneous lymphoreticular neoplasms,Connecticut,Male,38,10654876,0.36000000000000004
II(d) Miscellaneous lymphoreticular neoplasms,Florida,Female,127,50182775,0.25
II(d) Miscellaneous lymphoreticular neoplasms,Florida,Male,143,52680860,0.27
II(d) Miscellaneous lymphoreticular neoplasms,Georgia,Female,62,30321686,0.2
II(d) Miscellaneous lymphoreticular neoplasms,Georgia,Male,91,31689633,0.29
II(d) Miscellaneous lymphoreticular neoplasms,Hawaii,Female,16,3750270,0.43
II(d) Miscellaneous lymphoreticular neoplasms,Hawaii,Male,19,3997425,0.48
II(d) Miscellaneous lymphoreticular neoplasms,Idaho,Female,17,5258478,0.32000000000000006
II(d) Miscellaneous lymphoreticular neoplasms,Illinois,Female,101,38604523,0.26
II(d) Miscellaneous lymphoreticular neoplasms,Illinois,Male,132,40489343,0.33
II(d) Miscellaneous lymphoreticular neoplasms,Indiana,Female,36,18245506,0.2
II(d) Miscellaneous lymphoreticular neoplasms,Indiana,Male,57,19169072,0.30000000000000004
II(d) Miscellaneous lymphoreticular neoplasms,Iowa,Male,28,9696593,0.29
II(d) Miscellaneous lymphoreticular neoplasms,Kansas,Female,26,8950919,0.29
II(d) Miscellaneous lymphoreticular neoplasms,Kansas,Male,39,9455616,0.41
II(d) Miscellaneous lymphoreticular neoplasms,Kentucky,Female,27,12645562,0.21000000000000002
II(d) Miscellaneous lymphoreticular neoplasms,Kentucky,Male,57,13328766,0.43
II(d) Miscellaneous lymphoreticular neoplasms,Louisiana,Female,20,14259277,0.13999999999999999
II(d) Miscellaneous lymphoreticular neoplasms,Louisiana,Male,41,14826787,0.27999999999999997
II(d) Miscellaneous lymphoreticular neoplasms,Maryland,Female,22,17122384,0.13
II(d) Miscellaneous lymphoreticular neoplasms,Maryland,Male,57,17861848,0.32000000000000006
II(d) Miscellaneous lymphoreticular neoplasms,Massachusetts,Female,37,18423690,0.2
II(d) Miscellaneous lymphoreticular neoplasms,Massachusetts,Male,47,19157003,0.25
II(d) Miscellaneous lymphoreticular neoplasms,Michigan,Female,62,29825800,0.21000000000000002
II(d) Miscellaneous lymphoreticular neoplasms,Michigan,Male,88,31328957,0.27999999999999997
II(d) Miscellaneous lymphoreticular neoplasms,Minnesota,Female,54,16188565,0.33
II(d) Miscellaneous lymphoreticular neoplasms,Minnesota,Male,93,16954017,0.55
II(d) Miscellaneous lymphoreticular neoplasms,Mississippi,Female,18,7683130,0.22999999999999998
II(d) Miscellaneous lymphoreticular neoplasms,Mississippi,Male,19,7986473,0.24
II(d) Miscellaneous lymphoreticular neoplasms,Missouri,Female,35,17691930,0.2
II(d) Miscellaneous lymphoreticular neoplasms,Missouri,Male,62,18574543,0.33
II(d) Miscellaneous lymphoreticular neoplasms,Nebraska,Male,25,6097724,0.41
II(d) Miscellaneous lymphoreticular neoplasms,Nevada,Male,23,8220353,0.27999999999999997
II(d) Miscellaneous lymphoreticular neoplasms,New Jersey,Female,62,25677915,0.24
II(d) Miscellaneous lymphoreticular neoplasms,New Jersey,Male,94,26976605,0.35000000000000003
II(d) Miscellaneous lymphoreticular neoplasms,New York,Female,138,55453325,0.25
II(d) Miscellaneous lymphoreticular neoplasms,New York,Male,195,58064527,0.34
II(d) Miscellaneous lymphoreticular neoplasms,North Carolina,Female,50,27670201,0.18000000000000002
II(d) Miscellaneous lymphoreticular neoplasms,North Carolina,Male,80,28979727,0.27999999999999997
II(d) Miscellaneous lymphoreticular neoplasms,Ohio,Female,78,34368943,0.22999999999999998
II(d) Miscellaneous lymphoreticular neoplasms,Ohio,Male,96,35997390,0.27
II(d) Miscellaneous lymphoreticular neoplasms,Oklahoma,Female,23,11570306,0.2
II(d) Miscellaneous lymphoreticular neoplasms,Oklahoma,Male,40,12186314,0.33
II(d) Miscellaneous lymphoreticular neoplasms,Oregon,Female,37,10773308,0.34
II(d) Miscellaneous lymphoreticular neoplasms,Oregon,Male,44,11324451,0.39
II(d) Miscellaneous lymphoreticular neoplasms,Pennsylvania,Female,66,35510719,0.19
II(d) Miscellaneous lymphoreticular neoplasms,Pennsylvania,Male,116,37173008,0.31000000000000005
II(d) Miscellaneous lymphoreticular neoplasms,South Carolina,Female,25,13498914,0.19
II(d) Miscellaneous lymphoreticular neoplasms,South Carolina,Male,28,14084581,0.2
II(d) Miscellaneous lymphoreticular neoplasms,Tennessee,Female,42,18500186,0.22999999999999998
II(d) Miscellaneous lymphoreticular neoplasms,Tennessee,Male,58,19384206,0.30000000000000004
II(d) Miscellaneous lymphoreticular neoplasms,Texas,Female,296,84248594,0.35000000000000003
II(d) Miscellaneous lymphoreticular neoplasms,Texas,Male,407,88350956,0.45999999999999996
II(d) Miscellaneous lymphoreticular neoplasms,Utah,Female,27,10538554,0.26
II(d) Miscellaneous lymphoreticular neoplasms,Utah,Male,42,11049649,0.38
II(d) Miscellaneous lymphoreticular neoplasms,Virginia,Female,42,23185434,0.18000000000000002
II(d) Miscellaneous lymphoreticular neoplasms,Virginia,Male,63,24228396,0.26
II(d) Miscellaneous lymphoreticular neoplasms,Washington,Female,38,19738654,0.19
II(d) Miscellaneous lymphoreticular neoplasms,Washington,Male,71,20781451,0.34
II(d) Miscellaneous lymphoreticular neoplasms,Wisconsin,Female,36,16755799,0.21000000000000002
II(d) Miscellaneous lymphoreticular neoplasms,Wisconsin,Male,57,17573883,0.32000000000000006
II(e) Unspecified lymphomas,California,Female,23,115078726,0.020000000000000004
II(e) Unspecified lymphomas,California,Male,37,120991812,0.03
II(e) Unspecified lymphomas,Delaware,Male,0,2676960,0
II(e) Unspecified lymphomas,District of Columbia,Female,0,1550069,0
II(e) Unspecified lymphomas,Florida,Female,27,50182775,0.05
II(e) Unspecified lymphomas,Florida,Male,32,52680860,0.06
II(e) Unspecified lymphomas,Georgia,Male,20,31689633,0.06
II(e) Unspecified lymphomas,Hawaii,Female,0,3750270,0
II(e) Unspecified lymphomas,Idaho,Female,0,5258478,0
II(e) Unspecified lymphomas,Illinois,Male,17,40489343,0.04000000000000001
II(e) Unspecified lymphomas,Michigan,Male,28,31328957,0.09000000000000001
II(e) Unspecified lymphomas,Montana,Female,0,2835131,0
II(e) Unspecified lymphomas,Nebraska,Female,0,5805706,0
II(e) Unspecified lymphomas,Nebraska,Male,0,6097724,0
II(e) Unspecified lymphomas,New York,Female,17,55453325,0.03
II(e) Unspecified lymphomas,New York,Male,17,58064527,0.03
II(e) Unspecified lymphomas,North Dakota,Male,0,2194388,0
II(e) Unspecified lymphomas,Oregon,Female,0,10773308,0
II(e) Unspecified lymphomas,Rhode Island,Male,0,3098728,0
II(e) Unspecified lymphomas,South Dakota,Male,0,2483465,0
II(e) Unspecified lymphomas,Texas,Female,57,84248594,0.06999999999999999
II(e) Unspecified lymphomas,Texas,Male,59,88350956,0.06999999999999999
II(e) Unspecified lymphomas,Vermont,Female,0,1694835,0
II(e) Unspecified lymphomas,West Virginia,Female,0,4839575,0
III CNS and misc intracranial and intraspinal neoplasms,Alabama,Female,381,14140689,2.69
III CNS and misc intracranial and intraspinal neoplasms,Alabama,Male,487,14736390,3.3000000000000003
III CNS and misc intracranial and intraspinal neoplasms,Alaska,Female,51,2279931,2.2399999999999998
III CNS and misc intracranial and intraspinal neoplasms,Alaska,Male,70,2440694,2.87
III CNS and misc intracranial and intraspinal neoplasms,Arizona,Female,541,19406377,2.79
III CNS and misc intracranial and intraspinal neoplasms,Arizona,Male,625,20369280,3.0700000000000003
III CNS and misc intracranial and intraspinal neoplasms,Arkansas,Female,250,8729058,2.8600000000000003
III CNS and misc intracranial and intraspinal neoplasms,Arkansas,Male,281,9169100,3.0600000000000005
III CNS and misc intracranial and intraspinal neoplasms,California,Female,2871,115078726,2.49
III CNS and misc intracranial and intraspinal neoplasms,California,Male,3412,120991812,2.8200000000000003
III CNS and misc intracranial and intraspinal neoplasms,Colorado,Female,424,15025190,2.8200000000000003
III CNS and misc intracranial and intraspinal neoplasms,Colorado,Male,482,15862099,3.04
III CNS and misc intracranial and intraspinal neoplasms,Connecticut,Female,308,10175364,3.0300000000000002
III CNS and misc intracranial and intraspinal neoplasms,Connecticut,Male,381,10654876,3.58
III CNS and misc intracranial and intraspinal neoplasms,Delaware,Female,111,2591476,4.28
III CNS and misc intracranial and intraspinal neoplasms,Delaware,Male,96,2676960,3.59
III CNS and misc intracranial and intraspinal neoplasms,District of Columbia,Female,40,1550069,2.58
III CNS and misc intracranial and intraspinal neoplasms,District of Columbia,Male,43,1533269,2.8000000000000003
III CNS and misc intracranial and intraspinal neoplasms,Florida,Female,1608,50182775,3.2
III CNS and misc intracranial and intraspinal neoplasms,Florida,Male,1913,52680860,3.63
III CNS and misc intracranial and intraspinal neoplasms,Georgia,Female,897,30321686,2.9600000000000004
III CNS and misc intracranial and intraspinal neoplasms,Georgia,Male,980,31689633,3.09
III CNS and misc intracranial and intraspinal neoplasms,Hawaii,Female,68,3750270,1.8100000000000003
III CNS and misc intracranial and intraspinal neoplasms,Hawaii,Male,102,3997425,2.5500000000000003
III CNS and misc intracranial and intraspinal neoplasms,Idaho,Female,170,5258478,3.23
III CNS and misc intracranial and intraspinal neoplasms,Idaho,Male,161,5476278,2.94
III CNS and misc intracranial and intraspinal neoplasms,Illinois,Female,1071,38604523,2.77
III CNS and misc intracranial and intraspinal neoplasms,Illinois,Male,1173,40489343,2.9000000000000004
III CNS and misc intracranial and intraspinal neoplasms,Indiana,Female,594,18245506,3.2600000000000002
III CNS and misc intracranial and intraspinal neoplasms,Indiana,Male,669,19169072,3.49
III CNS and misc intracranial and intraspinal neoplasms,Iowa,Female,284,9228398,3.08
III CNS and misc intracranial and intraspinal neoplasms,Iowa,Male,354,9696593,3.6500000000000004
III CNS and misc intracranial and intraspinal neoplasms,Kansas,Female,257,8950919,2.87
III CNS and misc intracranial and intraspinal neoplasms,Kansas,Male,276,9455616,2.92
III CNS and misc intracranial and intraspinal neoplasms,Kentucky,Female,451,12645562,3.5700000000000003
III CNS and misc intracranial and intraspinal neoplasms,Kentucky,Male,514,13328766,3.8600000000000003
III CNS and misc intracranial and intraspinal neoplasms,Louisiana,Female,413,14259277,2.9000000000000004
III CNS and misc intracranial and intraspinal neoplasms,Louisiana,Male,445,14826787,3
III CNS and misc intracranial and intraspinal neoplasms,Maine,Female,116,3472550,3.34
III CNS and misc intracranial and intraspinal neoplasms,Maine,Male,147,3671569,4
III CNS and misc intracranial and intraspinal neoplasms,Maryland,Female,453,17122384,2.6500000000000004
III CNS and misc intracranial and intraspinal neoplasms,Maryland,Male,519,17861848,2.91
III CNS and misc intracranial and intraspinal neoplasms,Massachusetts,Female,573,18423690,3.1100000000000003
III CNS and misc intracranial and intraspinal neoplasms,Massachusetts,Male,653,19157003,3.41
III CNS and misc intracranial and intraspinal neoplasms,Michigan,Female,819,29825800,2.75
III CNS and misc intracranial and intraspinal neoplasms,Michigan,Male,980,31328957,3.1300000000000003
III CNS and misc intracranial and intraspinal neoplasms,Minnesota,Female,459,16188565,2.84
III CNS and misc intracranial and intraspinal neoplasms,Minnesota,Male,536,16954017,3.16
III CNS and misc intracranial and intraspinal neoplasms,Mississippi,Female,207,7683130,2.69
III CNS and misc intracranial and intraspinal neoplasms,Mississippi,Male,238,7986473,2.9800000000000004
III CNS and misc intracranial and intraspinal neoplasms,Missouri,Female,547,17691930,3.09
III CNS and misc intracranial and intraspinal neoplasms,Missouri,Male,635,18574543,3.4200000000000004
III CNS and misc intracranial and intraspinal neoplasms,Montana,Female,64,2835131,2.2600000000000002
III CNS and misc intracranial and intraspinal neoplasms,Montana,Male,107,3010924,3.5500000000000003
III CNS and misc intracranial and intraspinal neoplasms,Nebraska,Female,200,5805706,3.44
III CNS and misc intracranial and intraspinal neoplasms,Nebraska,Male,229,6097724,3.7600000000000002
III CNS and misc intracranial and intraspinal neoplasms,Nevada,Female,199,7794272,2.5500000000000003
III CNS and misc intracranial and intraspinal neoplasms,Nevada,Male,221,8220353,2.69
III CNS and misc intracranial and intraspinal neoplasms,New Hampshire,Female,122,3642488,3.35
III CNS and misc intracranial and intraspinal neoplasms,New Hampshire,Male,161,3810999,4.220000000000001
III CNS and misc intracranial and intraspinal neoplasms,New Jersey,Female,838,25677915,3.2600000000000002
III CNS and misc intracranial and intraspinal neoplasms,New Jersey,Male,964,26976605,3.5700000000000003
III CNS and misc intracranial and intraspinal neoplasms,New Mexico,Female,129,6321366,2.04
III CNS and misc intracranial and intraspinal neoplasms,New Mexico,Male,153,6583143,2.32
III CNS and misc intracranial and intraspinal neoplasms,New York,Female,1793,55453325,3.23
III CNS and misc intracranial and intraspinal neoplasms,New York,Male,2057,58064527,3.54
III CNS and misc intracranial and intraspinal neoplasms,North Carolina,Female,832,27670201,3.0100000000000002
III CNS and misc intracranial and intraspinal neoplasms,North Carolina,Male,978,28979727,3.3700000000000006
III CNS and misc intracranial and intraspinal neoplasms,North Dakota,Female,48,2071886,2.32
III CNS and misc intracranial and intraspinal neoplasms,North Dakota,Male,77,2194388,3.5100000000000002
III CNS and misc intracranial and intraspinal neoplasms,Ohio,Female,1093,34368943,3.18
III CNS and misc intracranial and intraspinal neoplasms,Ohio,Male,1323,35997390,3.6799999999999997
III CNS and misc intracranial and intraspinal neoplasms,Oklahoma,Female,304,11570306,2.6300000000000003
III CNS and misc intracranial and intraspinal neoplasms,Oklahoma,Male,392,12186314,3.2200000000000006
III CNS and misc intracranial and intraspinal neoplasms,Oregon,Female,359,10773308,3.33
III CNS and misc intracranial and intraspinal neoplasms,Oregon,Male,394,11324451,3.48
III CNS and misc intracranial and intraspinal neoplasms,Pennsylvania,Female,1226,35510719,3.45
III CNS and misc intracranial and intraspinal neoplasms,Pennsylvania,Male,1477,37173008,3.9700000000000006
III CNS and misc intracranial and intraspinal neoplasms,Rhode Island,Female,80,2983352,2.68
III CNS and misc intracranial and intraspinal neoplasms,Rhode Island,Male,94,3098728,3.0300000000000002
III CNS and misc intracranial and intraspinal neoplasms,South Carolina,Female,367,13498914,2.72
III CNS and misc intracranial and intraspinal neoplasms,South Carolina,Male,396,14084581,2.8100000000000005
III CNS and misc intracranial and intraspinal neoplasms,South Dakota,Female,48,2350852,2.04
III CNS and misc intracranial and intraspinal neoplasms,South Dakota,Male,79,2483465,3.18
III CNS and misc intracranial and intraspinal neoplasms,Tennessee,Female,565,18500186,3.0500000000000003
III CNS and misc intracranial and intraspinal neoplasms,Tennessee,Male,613,19384206,3.16
III CNS and misc intracranial and intraspinal neoplasms,Texas,Female,2571,84248594,3.0500000000000003
III CNS and misc intracranial and intraspinal neoplasms,Texas,Male,2971,88350956,3.3600000000000003
III CNS and misc intracranial and intraspinal neoplasms,Utah,Female,318,10538554,3.02
III CNS and misc intracranial and intraspinal neoplasms,Utah,Male,406,11049649,3.6700000000000004
III CNS and misc intracranial and intraspinal neoplasms,Vermont,Female,39,1694835,2.3000000000000003
III CNS and misc intracranial and intraspinal neoplasms,Vermont,Male,53,1795966,2.95
III CNS and misc intracranial and intraspinal neoplasms,Virginia,Female,637,23185434,2.75
III CNS and misc intracranial and intraspinal neoplasms,Virginia,Male,706,24228396,2.91
III CNS and misc intracranial and intraspinal neoplasms,Washington,Female,720,19738654,3.6500000000000004
III CNS and misc intracranial and intraspinal neoplasms,Washington,Male,795,20781451,3.83
III CNS and misc intracranial and intraspinal neoplasms,West Virginia,Female,154,4839575,3.18
III CNS and misc intracranial and intraspinal neoplasms,West Virginia,Male,208,5110992,4.07
III CNS and misc intracranial and intraspinal neoplasms,Wisconsin,Female,520,16755799,3.1
III CNS and misc intracranial and intraspinal neoplasms,Wisconsin,Male,588,17573883,3.35
III CNS and misc intracranial and intraspinal neoplasms,Wyoming,Female,31,1642684,1.89
III CNS and misc intracranial and intraspinal neoplasms,Wyoming,Male,59,1753469,3.3600000000000003
III(a) Ependymomas and choroid plexus tumor,Alabama,Female,33,14140689,0.22999999999999998
III(a) Ependymomas and choroid plexus tumor,Alabama,Male,40,14736390,0.27
III(a) Ependymomas and choroid plexus tumor,Arizona,Female,42,19406377,0.22000000000000003
III(a) Ependymomas and choroid plexus tumor,Arizona,Male,52,20369280,0.26
III(a) Ependymomas and choroid plexus tumor,Arkansas,Male,19,9169100,0.21000000000000002
III(a) Ependymomas and choroid plexus tumor,California,Female,275,115078726,0.24
III(a) Ependymomas and choroid plexus tumor,California,Male,340,120991812,0.27999999999999997
III(a) Ependymomas and choroid plexus tumor,Colorado,Female,29,15025190,0.19
III(a) Ependymomas and choroid plexus tumor,Colorado,Male,52,15862099,0.33
III(a) Ependymomas and choroid plexus tumor,Connecticut,Female,25,10175364,0.25
III(a) Ependymomas and choroid plexus tumor,Connecticut,Male,36,10654876,0.34
III(a) Ependymomas and choroid plexus tumor,Florida,Female,121,50182775,0.24
III(a) Ependymomas and choroid plexus tumor,Florida,Male,141,52680860,0.27
III(a) Ependymomas and choroid plexus tumor,Georgia,Female,81,30321686,0.27
III(a) Ependymomas and choroid plexus tumor,Georgia,Male,73,31689633,0.22999999999999998
III(a) Ependymomas and choroid plexus tumor,Illinois,Female,89,38604523,0.22999999999999998
III(a) Ependymomas and choroid plexus tumor,Illinois,Male,100,40489343,0.25
III(a) Ependymomas and choroid plexus tumor,Indiana,Female,50,18245506,0.27
III(a) Ependymomas and choroid plexus tumor,Indiana,Male,51,19169072,0.27
III(a) Ependymomas and choroid plexus tumor,Iowa,Female,18,9228398,0.2
III(a) Ependymomas and choroid plexus tumor,Iowa,Male,24,9696593,0.25
III(a) Ependymomas and choroid plexus tumor,Kansas,Female,21,8950919,0.22999999999999998
III(a) Ependymomas and choroid plexus tumor,Kansas,Male,24,9455616,0.25
III(a) Ependymomas and choroid plexus tumor,Kentucky,Female,31,12645562,0.25
III(a) Ependymomas and choroid plexus tumor,Kentucky,Male,34,13328766,0.26
III(a) Ependymomas and choroid plexus tumor,Louisiana,Female,34,14259277,0.24
III(a) Ependymomas and choroid plexus tumor,Louisiana,Male,33,14826787,0.22000000000000003
III(a) Ependymomas and choroid plexus tumor,Maryland,Female,36,17122384,0.21000000000000002
III(a) Ependymomas and choroid plexus tumor,Maryland,Male,40,17861848,0.22000000000000003
III(a) Ependymomas and choroid plexus tumor,Massachusetts,Female,46,18423690,0.25
III(a) Ependymomas and choroid plexus tumor,Massachusetts,Male,58,19157003,0.30000000000000004
III(a) Ependymomas and choroid plexus tumor,Michigan,Female,64,29825800,0.21000000000000002
III(a) Ependymomas and choroid plexus tumor,Michigan,Male,78,31328957,0.25
III(a) Ependymomas and choroid plexus tumor,Minnesota,Female,43,16188565,0.27
III(a) Ependymomas and choroid plexus tumor,Minnesota,Male,57,16954017,0.34
III(a) Ependymomas and choroid plexus tumor,Mississippi,Male,20,7986473,0.25
III(a) Ependymomas and choroid plexus tumor,Missouri,Female,57,17691930,0.32000000000000006
III(a) Ependymomas and choroid plexus tumor,Missouri,Male,67,18574543,0.36000000000000004
III(a) Ependymomas and choroid plexus tumor,Nevada,Female,20,7794272,0.26
III(a) Ependymomas and choroid plexus tumor,Nevada,Male,24,8220353,0.29
III(a) Ependymomas and choroid plexus tumor,New Jersey,Female,69,25677915,0.27
III(a) Ependymomas and choroid plexus tumor,New Jersey,Male,77,26976605,0.29
III(a) Ependymomas and choroid plexus tumor,New Mexico,Female,21,6321366,0.33
III(a) Ependymomas and choroid plexus tumor,New York,Female,132,55453325,0.24
III(a) Ependymomas and choroid plexus tumor,New York,Male,164,58064527,0.27999999999999997
III(a) Ependymomas and choroid plexus tumor,North Carolina,Female,55,27670201,0.2
III(a) Ependymomas and choroid plexus tumor,North Carolina,Male,97,28979727,0.33
III(a) Ependymomas and choroid plexus tumor,Ohio,Female,86,34368943,0.25
III(a) Ependymomas and choroid plexus tumor,Ohio,Male,110,35997390,0.31000000000000005
III(a) Ependymomas and choroid plexus tumor,Oklahoma,Female,23,11570306,0.2
III(a) Ependymomas and choroid plexus tumor,Oklahoma,Male,36,12186314,0.30000000000000004
III(a) Ependymomas and choroid plexus tumor,Oregon,Female,29,10773308,0.27
III(a) Ependymomas and choroid plexus tumor,Oregon,Male,35,11324451,0.31000000000000005
III(a) Ependymomas and choroid plexus tumor,Pennsylvania,Female,70,35510719,0.2
III(a) Ependymomas and choroid plexus tumor,Pennsylvania,Male,110,37173008,0.30000000000000004
III(a) Ependymomas and choroid plexus tumor,South Carolina,Female,30,13498914,0.22000000000000003
III(a) Ependymomas and choroid plexus tumor,South Carolina,Male,30,14084581,0.21000000000000002
III(a) Ependymomas and choroid plexus tumor,Tennessee,Female,34,18500186,0.18000000000000002
III(a) Ependymomas and choroid plexus tumor,Tennessee,Male,50,19384206,0.26
III(a) Ependymomas and choroid plexus tumor,Texas,Female,210,84248594,0.25
III(a) Ependymomas and choroid plexus tumor,Texas,Male,288,88350956,0.33
III(a) Ependymomas and choroid plexus tumor,Utah,Female,32,10538554,0.30000000000000004
III(a) Ependymomas and choroid plexus tumor,Utah,Male,40,11049649,0.36000000000000004
III(a) Ependymomas and choroid plexus tumor,Virginia,Female,63,23185434,0.27
III(a) Ependymomas and choroid plexus tumor,Virginia,Male,54,24228396,0.22000000000000003
III(a) Ependymomas and choroid plexus tumor,Washington,Female,51,19738654,0.26
III(a) Ependymomas and choroid plexus tumor,Washington,Male,64,20781451,0.31000000000000005
III(a) Ependymomas and choroid plexus tumor,West Virginia,Male,17,5110992,0.33
III(a) Ependymomas and choroid plexus tumor,Wisconsin,Female,37,16755799,0.22000000000000003
III(a) Ependymomas and choroid plexus tumor,Wisconsin,Male,52,17573883,0.30000000000000004
III(a) Ependymomas and choroid plexus tumor,Wyoming,Female,0,1642684,0
III(b) Astrocytomas,Alabama,Female,181,14140689,1.2800000000000002
III(b) Astrocytomas,Alabama,Male,209,14736390,1.42
III(b) Astrocytomas,Alaska,Female,26,2279931,1.1400000000000001
III(b) Astrocytomas,Alaska,Male,33,2440694,1.35
III(b) Astrocytomas,Arizona,Female,293,19406377,1.51
III(b) Astrocytomas,Arizona,Male,289,20369280,1.42
III(b) Astrocytomas,Arkansas,Female,132,8729058,1.51
III(b) Astrocytomas,Arkansas,Male,138,9169100,1.51
III(b) Astrocytomas,California,Female,1424,115078726,1.2400000000000002
III(b) Astrocytomas,California,Male,1621,120991812,1.34
III(b) Astrocytomas,Colorado,Female,228,15025190,1.52
III(b) Astrocytomas,Colorado,Male,221,15862099,1.3900000000000001
III(b) Astrocytomas,Connecticut,Female,150,10175364,1.47
III(b) Astrocytomas,Connecticut,Male,195,10654876,1.83
III(b) Astrocytomas,Delaware,Female,49,2591476,1.89
III(b) Astrocytomas,Delaware,Male,50,2676960,1.87
III(b) Astrocytomas,District of Columbia,Male,24,1533269,1.57
III(b) Astrocytomas,Florida,Female,828,50182775,1.6500000000000001
III(b) Astrocytomas,Florida,Male,941,52680860,1.79
III(b) Astrocytomas,Georgia,Female,470,30321686,1.55
III(b) Astrocytomas,Georgia,Male,503,31689633,1.59
III(b) Astrocytomas,Hawaii,Female,27,3750270,0.7200000000000001
III(b) Astrocytomas,Hawaii,Male,41,3997425,1.03
III(b) Astrocytomas,Idaho,Female,96,5258478,1.83
III(b) Astrocytomas,Idaho,Male,79,5476278,1.4400000000000002
III(b) Astrocytomas,Illinois,Female,591,38604523,1.5300000000000002
III(b) Astrocytomas,Illinois,Male,560,40489343,1.3800000000000001
III(b) Astrocytomas,Indiana,Female,301,18245506,1.6500000000000001
III(b) Astrocytomas,Indiana,Male,323,19169072,1.69
III(b) Astrocytomas,Iowa,Female,164,9228398,1.7800000000000002
III(b) Astrocytomas,Iowa,Male,166,9696593,1.7100000000000002
III(b) Astrocytomas,Kansas,Female,125,8950919,1.4000000000000001
III(b) Astrocytomas,Kansas,Male,153,9455616,1.62
III(b) Astrocytomas,Kentucky,Female,250,12645562,1.9800000000000002
III(b) Astrocytomas,Kentucky,Male,270,13328766,2.0300000000000002
III(b) Astrocytomas,Louisiana,Female,204,14259277,1.4300000000000002
III(b) Astrocytomas,Louisiana,Male,228,14826787,1.54
III(b) Astrocytomas,Maine,Female,61,3472550,1.7600000000000002
III(b) Astrocytomas,Maine,Male,82,3671569,2.23
III(b) Astrocytomas,Maryland,Female,222,17122384,1.3
III(b) Astrocytomas,Maryland,Male,265,17861848,1.4800000000000002
III(b) Astrocytomas,Massachusetts,Female,273,18423690,1.4800000000000002
III(b) Astrocytomas,Massachusetts,Male,308,19157003,1.6100000000000003
III(b) Astrocytomas,Michigan,Female,425,29825800,1.42
III(b) Astrocytomas,Michigan,Male,462,31328957,1.47
III(b) Astrocytomas,Minnesota,Female,276,16188565,1.7000000000000002
III(b) Astrocytomas,Minnesota,Male,295,16954017,1.74
III(b) Astrocytomas,Mississippi,Female,102,7683130,1.33
III(b) Astrocytomas,Mississippi,Male,124,7986473,1.55
III(b) Astrocytomas,Missouri,Female,293,17691930,1.6600000000000001
III(b) Astrocytomas,Missouri,Male,308,18574543,1.6600000000000001
III(b) Astrocytomas,Montana,Female,35,2835131,1.2300000000000002
III(b) Astrocytomas,Montana,Male,55,3010924,1.83
III(b) Astrocytomas,Nebraska,Female,99,5805706,1.7100000000000002
III(b) Astrocytomas,Nebraska,Male,124,6097724,2.0300000000000002
III(b) Astrocytomas,Nevada,Female,102,7794272,1.31
III(b) Astrocytomas,Nevada,Male,106,8220353,1.29
III(b) Astrocytomas,New Hampshire,Female,60,3642488,1.6500000000000001
III(b) Astrocytomas,New Hampshire,Male,86,3810999,2.2600000000000002
III(b) Astrocytomas,New Jersey,Female,432,25677915,1.6800000000000002
III(b) Astrocytomas,New Jersey,Male,491,26976605,1.82
III(b) Astrocytomas,New Mexico,Female,67,6321366,1.06
III(b) Astrocytomas,New Mexico,Male,69,6583143,1.05
III(b) Astrocytomas,New York,Female,983,55453325,1.77
III(b) Astrocytomas,New York,Male,1080,58064527,1.8600000000000003
III(b) Astrocytomas,North Carolina,Female,446,27670201,1.6100000000000003
III(b) Astrocytomas,North Carolina,Male,522,28979727,1.8
III(b) Astrocytomas,North Dakota,Female,22,2071886,1.06
III(b) Astrocytomas,North Dakota,Male,41,2194388,1.87
III(b) Astrocytomas,Ohio,Female,567,34368943,1.6500000000000001
III(b) Astrocytomas,Ohio,Male,673,35997390,1.87
III(b) Astrocytomas,Oklahoma,Female,143,11570306,1.2400000000000002
III(b) Astrocytomas,Oklahoma,Male,172,12186314,1.4100000000000001
III(b) Astrocytomas,Oregon,Female,196,10773308,1.82
III(b) Astrocytomas,Oregon,Male,188,11324451,1.6600000000000001
III(b) Astrocytomas,Pennsylvania,Female,677,35510719,1.9100000000000001
III(b) Astrocytomas,Pennsylvania,Male,769,37173008,2.07
III(b) Astrocytomas,Rhode Island,Female,46,2983352,1.54
III(b) Astrocytomas,Rhode Island,Male,56,3098728,1.8100000000000003
